,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
1718,Robin Moody,23,rgilbert@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Emily Villegas,2,4.7,3.4,3.6,NO,FORMACIÓN
1719,Robert Young,23,townsendwilliam@example.org,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Kathryn Carroll,3,3.2,4.6,4.7,NO,FORMACIÓN
1720,Michael Price,23,alexanderanderson@example.com,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Kathryn Carroll,3,3.6,4.1,4.0,NO,FORMACIÓN
1721,Bailey Smith,28,shawn57@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Michael Williams,2,3.3,4.8,4.3,SI,FORMACIÓN
1722,Lindsey Green,24,julia48@example.org,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Connie Pace,3,2.9,4.8,3.7,NO,FORMACIÓN
1723,Mary Collins,26,normamyers@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erin Smith,1,3.1,3.2,2.9,NO,FORMACIÓN
1724,Christopher Acevedo PhD,19,travis46@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Kathryn Carroll,3,4.5,3.5,4.9,SI,FORMACIÓN
1725,Heather Barton,28,lopezphillip@example.com,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Christopher Thomas,2,4.6,3.3,3.0,SI,FORMACIÓN
1726,Barry Meyer,20,smithmichael@example.com,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Anna Cruz,1,3.0,4.3,3.7,SI,CANCELADO
1727,Jessica Martin,27,wmiller@example.net,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,3,4.0,4.4,3.3,SI,FORMACIÓN
1728,Maurice Shaw,20,sjohnson@example.org,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Erica Ramirez,1,3.7,4.7,3.7,SI,FORMACIÓN
1729,Michelle Turner,25,travisbuckley@example.net,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Anna Cruz,3,3.2,3.6,4.9,NO,FORMACIÓN
1730,Sheila Manning,28,tammie08@example.com,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Kathryn Carroll,3,3.8,3.3,3.8,SI,FORMACIÓN
1731,Terry Wells,22,sanchezdavid@example.net,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Raymond Miller,3,4.2,3.4,4.6,NO,FORMACIÓN
1732,Maria Rodriguez,25,oquinn@example.net,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Michael Williams,3,5.0,3.2,4.2,SI,FORMACIÓN
1733,Matthew Walton,24,mckenziemassey@example.org,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,2,3.7,4.7,4.1,SI,FORMACIÓN
1734,Pam Vega,20,emcintyre@example.net,REGULAR,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Edward Watson,1,4.6,3.5,4.9,NO,FORMACIÓN
1735,Miss Deborah Mcclure,29,jeromezimmerman@example.net,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,3,4.5,3.4,3.9,NO,FORMACIÓN
1736,Alexis Sandoval,21,ewhite@example.net,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Raymond Miller,1,2.8,4.8,4.6,NO,FORMACIÓN
1737,Alexander Hall,24,salinasstacey@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Emily Villegas,2,4.3,4.6,4.0,SI,FORMACIÓN
1738,Amy Richardson,27,kingwesley@example.org,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Connie Pace,1,4.5,3.1,4.6,SI,FORMACIÓN
1739,Manuel Mccullough,24,blake34@example.org,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Bradley Jimenez,3,2.9,3.8,3.0,NO,FORMACIÓN
1740,Tracy Wall,30,katherineparker@example.com,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Edward Watson,2,4.2,4.7,3.2,NO,FORMACIÓN
1741,Ashley Barnes,21,christywilliams@example.com,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Connie Pace,2,3.4,4.8,3.7,SI,FORMACIÓN
1742,Kelly Mccall,24,donna26@example.org,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Raymond Miller,1,3.6,4.3,3.3,SI,FORMACIÓN
1743,Joyce Lane,29,lorettawood@example.com,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,2,3.1,4.3,4.0,NO,FORMACIÓN
1744,Steven Walters,28,michael69@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Raymond Miller,3,4.7,4.8,2.8,NO,FORMACIÓN
1745,Clinton Brown,27,jconner@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,2,3.7,4.9,3.0,SI,FORMACIÓN
1746,Briana Roberts,21,thomas80@example.net,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,2,3.5,4.3,4.9,SI,CANCELADO
1747,Alicia Wall,27,spencerhector@example.net,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Edward Watson,3,4.0,4.9,3.9,SI,FORMACIÓN
1748,Sarah Jensen,23,carmenmcintyre@example.org,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Erica Ramirez,1,2.9,4.3,4.5,SI,FORMACIÓN
1749,Kenneth Beck,27,james53@example.com,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,1,4.9,3.3,4.5,NO,FORMACIÓN
1750,Jennifer Herrera,28,juliejames@example.com,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,1,4.0,4.8,2.9,SI,FORMACIÓN
1751,Lisa Simpson,18,gerald70@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,1,3.2,3.7,2.8,SI,FORMACIÓN
1752,Jonathan Fitzgerald,29,nsalas@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Sierra Phillips,2,4.1,3.9,3.8,SI,FORMACIÓN
1753,Clarence Nash,19,jacob60@example.org,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erica Ramirez,1,2.8,4.8,3.9,NO,FORMACIÓN
1754,Amber Perkins,25,darrenerickson@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Raymond Miller,3,4.9,4.0,4.5,SI,FORMACIÓN
1755,Cheryl Russell,22,steven94@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Bradley Jimenez,2,3.2,3.3,4.9,SI,FORMACIÓN
1756,Miss Deborah Mcclure,29,jeromezimmerman@example.net,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,1,4.9,4.3,3.6,NO,FORMACIÓN
1757,Derrick Garcia,18,danielholt@example.net,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,2,3.2,3.1,4.5,NO,FORMACIÓN
1758,Jennifer Cruz,27,nwilliams@example.net,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Emily Villegas,2,4.8,4.9,3.1,SI,FORMACIÓN
1759,April Ryan,22,beckydavis@example.com,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,1,2.8,2.9,4.6,NO,FORMACIÓN
1760,Patrick Duncan,26,hinessandra@example.com,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Christopher Thomas,1,4.9,3.8,3.2,SI,FORMACIÓN
1761,Eric Humphrey,23,rguzman@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Sierra Phillips,1,4.4,4.7,3.6,SI,FORMACIÓN
1762,Danielle Bennett,24,cbradley@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Connie Pace,3,3.8,3.2,3.3,NO,FORMACIÓN
1763,Dylan Brown MD,22,sandersisaiah@example.org,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Edward Watson,1,4.1,3.1,3.2,SI,FORMACIÓN
1764,Crystal Ortiz,18,ulambert@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Michael Williams,1,3.7,4.0,4.6,SI,FORMACIÓN
1765,Julie Davis,26,thomas48@example.org,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,1,3.4,3.4,4.8,SI,FORMACIÓN
1766,Jack Moore,27,stephanieparker@example.net,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,1,3.9,3.6,2.9,SI,FORMACIÓN
1767,Kristen Drake,22,darylbutler@example.com,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erica Ramirez,2,3.9,3.0,4.6,NO,FORMACIÓN
1768,James Lynch,27,tonythomas@example.com,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Raymond Miller,1,3.9,4.7,4.1,NO,FORMACIÓN
1769,Nicole Casey,25,charlesford@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,2,4.9,4.8,3.9,SI,CANCELADO
1770,Heather Reynolds,22,patelnancy@example.org,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,2,4.3,2.9,4.6,NO,FORMACIÓN
1771,Pamela Carson,19,gregoryrodriguez@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Emily Villegas,1,4.6,4.2,4.1,NO,FORMACIÓN
1772,Jennifer Morris MD,27,melissahudson@example.net,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Erin Smith,3,3.5,3.3,4.1,SI,FORMACIÓN
1773,Christopher Rivera,20,shannonadams@example.net,REGULAR,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Bradley Jimenez,1,4.5,5.0,3.9,SI,FORMACIÓN
1774,James Scott,23,justinware@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erin Smith,1,4.9,3.3,4.5,SI,FORMACIÓN
1775,Christopher Sanders,26,ywinters@example.org,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Sierra Phillips,2,3.8,4.8,4.2,NO,FORMACIÓN
1776,Beth Salinas,30,crawfordchristine@example.org,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Christopher Thomas,2,2.8,3.9,3.6,NO,FORMACIÓN
1777,Krystal Lee,23,holtsamuel@example.com,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Christopher Thomas,2,3.3,4.0,5.0,SI,FORMACIÓN
1778,Jason Whitaker,29,contrerasbrett@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Anna Cruz,1,4.1,3.2,4.0,SI,CANCELADO
1779,Jason Whitaker,29,contrerasbrett@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Anna Cruz,3,4.9,3.2,4.6,NO,CANCELADO
1780,Jessica Peterson,19,jevans@example.net,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Erica Ramirez,2,4.9,4.1,5.0,SI,CANCELADO
1781,John Anderson,29,shelly75@example.org,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Kathryn Carroll,2,3.7,4.3,4.7,SI,FORMACIÓN
1782,Elizabeth Hernandez,19,justin52@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Emily Villegas,3,3.2,3.8,3.0,SI,FORMACIÓN
1783,David Hess,19,pamela31@example.com,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Kathryn Carroll,2,4.2,4.8,4.3,SI,FORMACIÓN
1784,Suzanne Smith,25,whitechad@example.org,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Michael Williams,2,3.6,4.0,3.6,NO,FORMACIÓN
1785,Angela Cook,26,uvasquez@example.net,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Kathryn Carroll,1,4.9,3.5,3.1,SI,FORMACIÓN
1786,Cassie Gardner,18,krobertson@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Emily Villegas,2,4.7,3.6,4.2,SI,FORMACIÓN
1787,Michelle Smith,28,umoody@example.com,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Emily Villegas,1,4.8,2.9,3.9,NO,FORMACIÓN
1788,Brandon Kidd,27,kingchristopher@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,1,3.3,4.1,3.7,NO,FORMACIÓN
1789,Stacey Bell,27,oconnellscott@example.net,EMPRESARIAL,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Bradley Jimenez,1,4.7,3.4,4.0,NO,FORMACIÓN
1790,Ryan Wright,21,ofitzpatrick@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Christopher Thomas,2,3.6,3.2,3.3,NO,FORMACIÓN
1791,Briana Roberts,21,thomas80@example.net,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,3,4.2,3.5,2.9,SI,CANCELADO
1792,Alan Todd,21,phughes@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,1,4.6,3.1,4.4,SI,FORMACIÓN
1793,Charles Edwards,27,tperez@example.org,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Connie Pace,1,3.5,5.0,4.8,NO,FORMACIÓN
1794,Sandra Arellano,24,kevin40@example.org,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Anna Cruz,1,3.7,3.1,4.4,NO,FORMACIÓN
1795,Tyler Lutz,22,icook@example.net,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Anna Cruz,3,3.5,3.5,4.6,NO,FORMACIÓN
1796,Kathleen Hunter,21,jhenderson@example.net,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Erica Ramirez,2,3.4,3.9,3.7,SI,CANCELADO
1797,Derrick Simpson,27,ricardo30@example.org,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,3,3.6,4.5,4.4,NO,FORMACIÓN
1798,Patricia Alvarez,24,nkeller@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Kathryn Carroll,1,4.0,3.1,4.5,SI,FORMACIÓN
1799,Debra Gardner,21,dawsonsue@example.com,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,3,4.6,3.7,3.4,SI,FORMACIÓN
1800,Elizabeth Steele,29,zoelam@example.org,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Erica Ramirez,2,4.7,3.2,4.3,NO,FORMACIÓN
1801,Andrew Travis,24,margaret03@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Anna Cruz,1,4.9,3.5,3.4,NO,CANCELADO
1802,Olivia Smith,24,dana54@example.com,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,1,4.1,3.4,4.5,SI,FORMACIÓN
1803,George Robinson,25,chad94@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Anna Cruz,3,3.4,4.7,2.9,NO,FORMACIÓN
1804,Alexander Mendoza,23,bvillanueva@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,3,4.3,4.4,4.1,SI,FORMACIÓN
1805,Theresa Edwards,29,bcallahan@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Connie Pace,1,3.7,2.9,3.3,NO,FORMACIÓN
1806,Blake Martinez,19,ybaker@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Christopher Thomas,3,3.2,4.8,2.8,SI,FORMACIÓN
1807,Mrs. Bailey Flores,22,fporter@example.org,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erica Ramirez,3,4.0,4.3,3.8,NO,FORMACIÓN
1808,Sherry Rogers,26,carmengalvan@example.net,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Kathryn Carroll,1,4.3,3.8,4.2,NO,FORMACIÓN
1809,Michael Price,23,alexanderanderson@example.com,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Kathryn Carroll,1,3.5,3.0,5.0,SI,FORMACIÓN
1810,Mark Clark,25,nancyreese@example.com,EMPRESARIAL,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Edward Watson,2,4.1,4.1,4.3,SI,FORMACIÓN
1811,Glenda Williams,25,seanwalker@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,2,3.6,3.4,3.4,SI,FORMACIÓN
1812,Jennifer Garrison,30,josephanderson@example.net,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Connie Pace,1,4.9,4.6,4.5,SI,FORMACIÓN
1813,Derek Williams,27,katie43@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Anna Cruz,1,4.6,5.0,3.9,SI,FORMACIÓN
1814,Kara Smith,28,emilyburns@example.net,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,3,2.9,4.5,4.2,NO,FORMACIÓN
1815,Monique Archer,23,higginsthomas@example.net,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Michael Williams,1,3.3,3.7,4.4,SI,FORMACIÓN
1816,William Smith,25,dgood@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Sierra Phillips,3,4.4,4.4,4.6,SI,FORMACIÓN
1817,Carrie Montes,28,lhall@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Kathryn Carroll,3,4.7,5.0,3.3,SI,FORMACIÓN
1818,Christopher House,30,hutchinsonjon@example.net,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Connie Pace,1,3.6,5.0,3.1,SI,FORMACIÓN
1819,Stacey Bell,27,oconnellscott@example.net,REGULAR,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Bradley Jimenez,3,4.7,3.0,2.9,NO,FORMACIÓN
1820,Darren Long,24,cfrank@example.com,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Emily Villegas,3,3.7,3.0,2.8,SI,FORMACIÓN
1821,Sheila Cardenas,23,hector68@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Raymond Miller,3,4.2,4.4,3.2,NO,FORMACIÓN
1822,Joel Brown,30,christinaduncan@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Christopher Thomas,3,3.6,4.2,4.7,NO,FORMACIÓN
1823,Richard Frey,26,jonathan93@example.com,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erin Smith,2,3.6,4.1,3.1,SI,FORMACIÓN
1824,Eric James,22,codyhill@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Erin Smith,2,4.3,3.2,4.0,SI,FORMACIÓN
1825,Ryan Curtis,22,williamschristopher@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Raymond Miller,1,3.9,3.9,4.0,NO,FORMACIÓN
1826,Scott Larson,20,jose35@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Christopher Thomas,2,3.4,4.9,3.7,SI,FORMACIÓN
1827,Robert Thomas,24,david78@example.net,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erin Smith,1,4.6,4.3,3.2,NO,FORMACIÓN
1828,Debbie Lynch,23,ayalaerin@example.org,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Kathryn Carroll,3,4.5,4.9,4.5,SI,FORMACIÓN
1829,Ryan Franklin,23,kcox@example.org,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,3,3.7,4.2,4.0,NO,FORMACIÓN
1830,Kimberly Miller,21,pachecorichard@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,2,3.8,4.6,3.2,SI,FORMACIÓN
1831,David Humphrey,22,orojas@example.net,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,2,3.2,2.8,3.7,NO,FORMACIÓN
1832,Wendy Cook MD,21,xpalmer@example.com,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Raymond Miller,3,4.3,3.8,4.5,NO,FORMACIÓN
1833,Christopher Rivera,20,shannonadams@example.net,REGULAR,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Bradley Jimenez,3,4.2,4.8,2.8,NO,FORMACIÓN
1834,Jessica Harris,22,tsmith@example.net,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,3,4.3,4.9,4.5,SI,FORMACIÓN
1835,Brian Brown,24,srogers@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,3,4.9,3.4,3.4,NO,FORMACIÓN
1836,Jennifer Oliver,25,benjaminlawrence@example.com,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,2,4.6,3.2,4.7,SI,FORMACIÓN
1837,Pedro Navarro,22,fitzgeraldpaul@example.org,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Connie Pace,2,3.7,4.5,4.6,NO,FORMACIÓN
1838,Lauren Davis,24,sara35@example.com,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,2,3.5,3.0,3.0,NO,FORMACIÓN
1839,James Benson,25,vberry@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Connie Pace,2,4.3,3.7,3.9,NO,FORMACIÓN
1840,Elijah Robinson,29,lgutierrez@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,2,3.5,3.8,4.7,NO,FORMACIÓN
1841,Mary Collins,26,normamyers@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erin Smith,2,3.4,3.8,4.3,NO,FORMACIÓN
1842,Kenneth Beck,27,james53@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,3,3.7,3.6,3.4,NO,FORMACIÓN
1843,Erin Lee,19,xorozco@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,3,3.8,3.1,4.5,SI,FORMACIÓN
1844,Anthony Klein,25,alvarezsusan@example.com,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Michael Williams,2,3.3,4.0,2.8,SI,FORMACIÓN
1845,Valerie Novak,24,ibuchanan@example.org,EMPRESARIAL,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Raymond Miller,1,4.5,4.1,3.4,SI,FORMACIÓN
1846,Kimberly Phillips,22,anthonyfigueroa@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Raymond Miller,2,4.2,4.1,4.5,SI,FORMACIÓN
1847,Aaron Bennett,20,tracyhuang@example.net,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,2,4.3,4.5,3.3,NO,FORMACIÓN
1848,Evan Roman,25,smithedgar@example.com,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,3,4.2,3.1,5.0,SI,FORMACIÓN
1849,Mr. Ronald Craig,19,ecruz@example.org,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Raymond Miller,3,4.8,3.1,4.6,SI,FORMACIÓN
1850,Stacy Clay,18,angela72@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Edward Watson,2,4.7,3.9,3.6,NO,FORMACIÓN
1851,Carrie Montes,28,lhall@example.org,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Kathryn Carroll,2,4.2,4.9,3.6,NO,FORMACIÓN
